Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
2009-11-27,Cobar,15.4,33.0,2.0,4.8,12.6,NNW,41.0,NW,W,6.0,20.0,41.0,24.0,1012.5,1009.4,0.0,1.0,24.8,30.6,Yes,0.0,No
2009-11-28,Cobar,19.8,32.2,0.0,11.6,11.1,WNW,52.0,SSW,WNW,17.0,19.0,35.0,12.0,1009.3,1005.2,0.0,1.0,21.6,30.1,No,0.0,No
2009-11-29,Cobar,18.5,26.2,0.0,15.6,12.0,W,57.0,WSW,W,30.0,24.0,42.0,25.0,1006.2,1005.4,3.0,1.0,20.0,24.5,No,0.0,No
2009-11-30,Cobar,15.4,27.3,0.0,10.8,10.9,SW,37.0,SSW,WSW,11.0,19.0,43.0,25.0,1010.3,1008.1,1.0,7.0,20.7,25.6,No,0.0,No
2009-12-01,Cobar,14.0,28.0,0.0,8.8,12.4,S,37.0,ESE,SSE,20.0,15.0,50.0,19.0,1013.6,1012.5,1.0,2.0,19.1,26.8,No,0.0,No
2009-12-02,Cobar,15.3,29.8,0.0,10.0,12.5,E,37.0,ENE,SE,20.0,9.0,37.0,11.0,1019.1,1016.6,0.0,1.0,20.2,28.4,No,0.0,No
2009-12-03,Cobar,17.1,34.0,0.0,12.0,11.8,ENE,33.0,NE,E,20.0,9.0,28.0,9.0,1019.0,1015.4,0.0,1.0,23.7,31.5,No,0.0,No
2009-12-04,Cobar,17.5,35.8,0.0,11.0,12.4,W,41.0,SE,W,7.0,19.0,33.0,7.0,1015.8,1013.1,0.0,1.0,25.0,35.0,No,0.0,No
2009-12-05,Cobar,15.5,32.7,0.0,14.6,12.4,WSW,35.0,SE,S,13.0,13.0,6.0,4.0,1015.5,1013.1,1.0,1.0,24.6,30.7,No,0.0,No
2009-12-06,Cobar,17.5,33.5,0.0,13.6,12.5,WSW,39.0,SSE,NW,9.0,9.0,24.0,13.0,1014.8,1012.0,1.0,1.0,24.6,30.7,No,0.0,No
2009-12-07,Cobar,19.8,37.5,0.0,10.8,12.5,WNW,37.0,ESE,NW,7.0,13.0,16.0,7.0,1012.6,1009.1,1.0,2.0,29.1,36.2,No,0.0,No
2009-12-08,Cobar,22.8,39.9,0.0,14.0,8.2,SW,74.0,NE,W,17.0,28.0,10.0,5.0,1006.6,1002.6,1.0,7.0,31.5,38.2,No,0.0,No
2009-12-09,Cobar,13.3,31.3,0.0,13.8,12.5,SSW,24.0,ESE,SW,9.0,9.0,49.0,15.0,1011.6,1008.7,1.0,1.0,19.0,28.4,No,0.0,No
2009-12-10,Cobar,18.9,35.0,0.0,10.4,4.0,WSW,54.0,NNE,W,15.0,28.0,14.0,13.0,1008.6,1007.1,6.0,8.0,26.7,32.1,No,0.0,No
2009-12-11,Cobar,15.5,25.0,0.0,10.4,,SSW,48.0,SSW,WSW,19.0,17.0,60.0,17.0,1015.4,1017.1,7.0,6.0,15.5,24.2,No,0.0,No
2009-12-12,Cobar,13.4,31.9,0.0,8.2,12.2,SSW,33.0,SSE,SSW,13.0,13.0,22.0,9.0,1019.1,1015.5,2.0,1.0,21.1,29.7,No,0.0,No
2009-12-13,Cobar,18.4,33.9,0.0,11.8,12.4,SSW,37.0,SSE,SSW,13.0,19.0,30.0,14.0,1017.3,1014.4,1.0,1.0,24.1,31.7,No,0.0,No
2009-12-14,Cobar,18.9,35.9,0.0,12.8,12.4,WSW,39.0,ESE,SSW,15.0,11.0,23.0,11.0,1016.5,1014.0,1.0,1.0,27.1,34.5,No,0.0,No
2009-12-15,Cobar,19.8,38.8,0.0,12.4,12.6,SW,54.0,E,W,11.0,6.0,42.0,9.0,1017.1,1013.9,0.0,1.0,27.2,36.9,No,0.0,No
2009-12-16,Cobar,22.8,41.9,0.0,13.4,12.7,NW,44.0,ENE,N,20.0,15.0,24.0,6.0,1014.9,1011.7,1.0,3.0,31.2,40.8,No,0.0,No
2009-12-17,Cobar,26.5,41.8,0.0,15.2,11.1,NNW,67.0,NW,NW,31.0,22.0,20.0,14.0,1013.0,1009.3,1.0,5.0,34.4,38.5,No,1.6,Yes
2009-12-18,Cobar,18.7,24.8,1.6,15.2,2.4,S,41.0,SW,SSW,11.0,13.0,96.0,71.0,1015.6,1016.0,8.0,7.0,18.8,19.9,Yes,0.2,No
2009-12-19,Cobar,14.3,30.9,0.2,4.0,12.5,WSW,31.0,SSE,WSW,11.0,9.0,25.0,15.0,1017.8,1014.9,1.0,0.0,22.5,29.1,No,0.0,No
2009-12-20,Cobar,17.6,34.2,0.0,10.6,11.7,WSW,35.0,E,S,13.0,9.0,24.0,13.0,1016.5,1013.0,1.0,3.0,25.6,33.2,No,0.0,No
2009-12-21,Cobar,19.2,37.6,0.0,11.6,12.4,NW,31.0,ENE,NNW,11.0,13.0,22.0,12.0,1012.9,1008.9,3.0,3.0,27.2,35.5,No,0.0,No
2009-12-22,Cobar,22.6,38.4,0.0,11.4,12.9,NE,41.0,NE,NW,22.0,9.0,39.0,13.0,1009.9,1007.4,1.0,4.0,27.7,36.7,No,0.0,No
2009-12-23,Cobar,21.9,39.7,0.0,12.8,12.0,NNE,39.0,N,NE,17.0,17.0,44.0,20.0,1011.7,1008.8,1.0,3.0,29.5,37.6,No,0.0,No
2009-12-24,Cobar,27.3,39.6,0.0,17.2,5.1,SSW,57.0,NNE,N,31.0,22.0,36.0,25.0,1008.5,1004.5,7.0,7.0,31.3,38.7,No,17.2,Yes
2009-12-25,Cobar,19.4,24.7,17.2,14.2,0.0,S,33.0,E,SE,7.0,7.0,97.0,84.0,1007.7,1006.9,8.0,8.0,20.4,23.1,Yes,7.2,Yes
2009-12-26,Cobar,20.3,25.4,7.2,12.4,3.4,E,31.0,S,SSE,13.0,15.0,69.0,73.0,1010.7,1009.7,7.0,7.0,21.5,24.4,Yes,6.6,Yes
2009-12-27,Cobar,18.6,29.7,6.6,3.8,5.2,SSW,33.0,E,SSW,11.0,9.0,93.0,71.0,1011.9,1009.4,8.0,7.0,22.0,28.1,Yes,0.0,No
2009-12-28,Cobar,21.9,32.2,0.0,3.4,8.1,SE,39.0,SE,SSW,13.0,17.0,89.0,54.0,1012.8,1011.2,8.0,5.0,23.3,29.7,No,0.0,No
2009-12-29,Cobar,21.9,33.6,0.0,7.8,12.9,ESE,41.0,ESE,SE,13.0,24.0,69.0,39.0,1016.7,1014.7,1.0,3.0,25.1,32.3,No,0.0,No
2009-12-30,Cobar,22.3,32.3,0.0,12.2,11.2,ENE,43.0,E,ENE,19.0,20.0,52.0,42.0,1017.7,1014.6,5.0,7.0,24.8,30.8,No,0.0,No
2009-12-31,Cobar,21.5,27.2,0.0,10.6,0.5,NE,46.0,ENE,NE,22.0,26.0,71.0,50.0,1014.7,1012.6,7.0,7.0,23.5,26.6,No,1.6,Yes
2010-01-01,Cobar,19.3,26.4,1.6,4.0,2.2,NE,30.0,NNE,NNE,13.0,19.0,96.0,86.0,1011.1,1008.9,8.0,8.0,21.3,23.8,Yes,3.0,Yes
2010-01-02,Cobar,21.0,33.4,3.0,2.2,9.5,SSW,44.0,WNW,S,7.0,19.0,81.0,46.0,1008.2,1007.1,6.0,6.0,24.0,31.3,Yes,0.0,No
2010-01-03,Cobar,18.1,29.8,0.0,11.4,12.7,SSW,37.0,SSE,SSW,19.0,13.0,40.0,16.0,1015.0,1013.0,1.0,1.0,20.7,28.1,No,0.0,No
2010-01-04,Cobar,16.6,35.0,0.0,11.0,13.1,ENE,26.0,ENE,ENE,11.0,6.0,58.0,13.0,1015.0,1012.0,0.0,2.0,23.1,33.3,No,0.0,No
2010-01-05,Cobar,22.9,34.7,0.0,10.0,7.4,SW,85.0,NNE,SW,24.0,31.0,58.0,84.0,1014.3,1013.8,2.0,7.0,28.2,21.6,No,6.4,Yes
2010-01-06,Cobar,19.5,33.7,6.4,6.0,9.8,SSW,28.0,SSW,SSE,6.0,7.0,68.0,32.0,1015.3,1012.3,5.0,7.0,25.9,32.9,Yes,0.0,No
2010-01-07,Cobar,22.7,35.7,0.0,8.8,11.0,SW,30.0,S,SW,7.0,7.0,26.0,15.0,1013.7,1010.8,6.0,5.0,25.6,34.9,No,0.0,No
2010-01-08,Cobar,21.9,36.4,0.0,10.8,13.6,NE,37.0,NE,ENE,22.0,15.0,51.0,27.0,1016.0,1013.3,1.0,3.0,27.0,34.9,No,0.0,No
2010-01-09,Cobar,23.3,37.2,0.0,12.6,11.0,N,33.0,NNE,NNE,17.0,7.0,46.0,26.0,1017.3,1015.2,0.0,3.0,28.9,34.8,No,0.0,No
2010-01-10,Cobar,23.8,39.7,0.0,10.8,12.5,E,30.0,WNW,NNE,13.0,11.0,41.0,18.0,1016.8,1013.5,1.0,2.0,30.7,37.7,No,0.0,No
2010-01-11,Cobar,24.8,41.6,0.0,12.6,11.6,NNE,37.0,W,N,4.0,13.0,33.0,14.0,1013.9,1010.3,1.0,1.0,33.0,41.4,No,0.0,No
2010-01-12,Cobar,24.5,42.4,0.0,15.0,12.3,NW,56.0,NNW,W,20.0,7.0,21.0,9.0,1011.2,1007.5,1.0,1.0,33.9,39.5,No,0.0,No
2010-01-13,Cobar,25.7,37.1,0.0,16.8,11.4,SSW,46.0,S,SW,13.0,24.0,38.0,27.0,1009.7,1009.4,1.0,4.0,30.0,34.7,No,0.0,No
2010-01-14,Cobar,20.5,34.8,0.0,14.2,11.9,SW,35.0,S,SW,11.0,19.0,36.0,22.0,1014.2,1011.7,4.0,1.0,22.5,32.8,No,0.0,No
2010-01-15,Cobar,20.6,39.4,0.0,12.8,10.3,NE,50.0,ENE,WSW,17.0,4.0,48.0,25.0,1013.4,1009.4,1.0,6.0,28.1,35.6,No,0.2,No
2010-01-16,Cobar,24.8,38.2,0.2,10.6,11.1,E,57.0,N,WNW,13.0,20.0,51.0,20.0,1010.2,1005.8,2.0,3.0,28.9,37.5,No,0.0,No
2010-01-17,Cobar,21.2,29.0,0.0,13.0,12.0,SW,43.0,SSW,SSW,20.0,17.0,42.0,13.0,1008.5,1007.1,1.0,1.0,21.9,28.4,No,0.0,No
2010-01-18,Cobar,15.6,24.6,0.0,15.0,12.4,SSW,46.0,SSW,SW,22.0,24.0,32.0,14.0,1010.5,1009.3,0.0,1.0,17.2,22.8,No,0.0,No
2010-01-19,Cobar,11.3,28.8,0.0,11.2,12.9,SSW,50.0,S,SSW,9.0,20.0,29.0,12.0,1012.9,1011.2,0.0,0.0,18.1,26.5,No,0.0,No
2010-01-20,Cobar,13.8,34.8,0.0,12.8,12.8,SW,28.0,S,WSW,6.0,9.0,18.0,6.0,1013.7,1010.6,0.0,0.0,23.2,32.9,No,0.0,No
2010-01-21,Cobar,20.2,40.3,0.0,11.2,13.2,W,30.0,NNE,NW,7.0,11.0,12.0,6.0,1011.7,1008.7,1.0,1.0,29.1,38.6,No,0.0,No
2010-01-22,Cobar,23.2,41.3,0.0,14.8,12.7,NNW,44.0,NNW,N,13.0,22.0,14.0,2.0,1010.4,1007.4,0.0,0.0,31.8,39.6,No,0.0,No
2010-01-23,Cobar,26.2,40.3,0.0,18.2,12.7,WSW,39.0,WNW,WSW,13.0,19.0,24.0,12.0,1009.2,1007.3,0.0,1.0,32.9,39.3,No,0.0,No
2010-01-24,Cobar,21.5,38.8,0.0,17.4,12.7,SW,33.0,SE,SSE,15.0,7.0,22.0,13.0,1010.8,1008.5,1.0,1.0,26.9,36.6,No,0.0,No
2010-01-25,Cobar,22.1,41.2,0.0,14.4,12.6,S,33.0,SSE,NW,13.0,17.0,9.0,8.0,1010.0,1007.3,1.0,6.0,29.5,40.2,No,0.0,No
2010-01-26,Cobar,24.2,41.3,0.0,14.6,12.0,SSW,33.0,ESE,W,11.0,9.0,11.0,6.0,1009.8,1006.7,1.0,1.0,31.5,40.4,No,0.0,No
2010-01-27,Cobar,27.0,41.8,0.0,13.0,11.8,SSW,44.0,NNE,SW,11.0,15.0,26.0,13.0,1009.0,1006.3,2.0,3.0,34.1,40.1,No,0.0,No
2010-01-28,Cobar,22.9,36.2,0.0,15.0,6.4,NE,39.0,ESE,SE,11.0,9.0,28.0,22.0,1007.5,1006.4,7.0,7.0,30.2,32.4,No,0.0,No
2010-01-29,Cobar,24.0,38.0,0.0,9.4,8.9,ESE,33.0,SE,S,9.0,7.0,33.0,18.0,1007.7,1006.9,4.0,3.0,27.9,35.6,No,0.0,No
2010-01-30,Cobar,24.0,37.4,0.0,11.0,12.2,E,46.0,E,ENE,24.0,24.0,43.0,19.0,1011.9,1009.2,1.0,2.0,27.1,35.6,No,0.0,No
2010-01-31,Cobar,24.0,34.1,0.0,15.8,8.0,E,43.0,ENE,ENE,24.0,9.0,45.0,29.0,1010.4,1007.5,5.0,7.0,26.5,33.0,No,0.0,No
2010-02-01,Cobar,23.8,32.1,0.0,11.6,5.5,E,39.0,E,ESE,15.0,17.0,64.0,32.0,1010.4,1008.0,7.0,7.0,25.2,31.8,No,0.0,No
2010-02-02,Cobar,23.1,33.3,0.0,10.0,4.5,E,54.0,ESE,E,26.0,31.0,48.0,20.0,1010.3,1007.1,7.0,5.0,23.6,31.3,No,0.0,No
2010-02-03,Cobar,22.7,29.9,0.0,13.2,0.8,E,56.0,E,NNW,24.0,24.0,59.0,87.0,1008.0,1005.9,7.0,8.0,24.0,22.2,No,36.0,Yes
2010-02-04,Cobar,19.2,29.6,36.0,4.6,2.3,N,57.0,NE,ENE,6.0,19.0,99.0,53.0,1006.9,1003.8,8.0,7.0,19.8,29.3,Yes,7.2,Yes
2010-02-05,Cobar,19.7,26.8,7.2,2.4,2.9,SSW,39.0,ENE,SSW,9.0,20.0,93.0,76.0,1006.3,1007.1,8.0,7.0,22.0,24.4,Yes,0.0,No
2010-02-06,Cobar,19.8,25.3,0.0,4.1,6.4,SSW,37.0,SSW,SSW,11.0,17.0,83.0,91.0,1012.1,1011.4,7.0,7.0,20.5,22.5,No,8.4,Yes
2010-02-07,Cobar,19.7,30.8,8.4,2.6,,ESE,31.0,E,ESE,17.0,9.0,74.0,55.0,1016.3,1014.2,4.0,7.0,24.4,29.8,Yes,0.0,No
2010-02-08,Cobar,22.7,30.4,0.0,5.0,4.2,E,35.0,ENE,SSW,13.0,6.0,80.0,76.0,1018.1,1016.2,7.0,7.0,24.5,25.9,No,9.6,Yes
2010-02-09,Cobar,20.8,32.1,9.6,4.4,12.6,ENE,31.0,NE,NNE,20.0,7.0,77.0,48.0,1018.8,1017.3,1.0,3.0,24.1,31.1,Yes,0.0,No
2010-02-10,Cobar,20.8,33.9,0.0,7.8,,N,26.0,ENE,NE,15.0,6.0,64.0,37.0,1018.3,1015.9,1.0,4.0,25.7,31.4,No,0.0,No
2010-02-11,Cobar,23.4,35.7,0.0,8.6,12.6,N,24.0,N,NNW,9.0,9.0,52.0,34.0,1015.4,1012.1,1.0,5.0,28.5,33.1,No,0.0,No
2010-02-12,Cobar,23.7,33.8,0.0,8.8,,WNW,61.0,NNW,SSW,13.0,19.0,55.0,80.0,1009.8,1008.4,5.0,7.0,28.1,24.4,No,22.4,Yes
2010-02-13,Cobar,20.1,23.6,22.4,5.6,0.0,NE,24.0,WNW,SSW,9.0,9.0,97.0,92.0,1010.0,1007.7,8.0,8.0,21.4,22.5,Yes,44.0,Yes
2010-02-14,Cobar,21.1,26.5,44.0,1.7,4.0,N,44.0,NNW,SSW,19.0,13.0,96.0,76.0,1002.8,1004.7,8.0,7.0,22.5,24.5,Yes,0.6,No
2010-02-15,Cobar,18.0,29.3,0.6,3.0,12.9,SSW,35.0,SW,SW,15.0,19.0,64.0,37.0,1009.6,1008.8,2.0,1.0,21.8,28.5,No,0.0,No
2010-02-16,Cobar,18.0,30.3,0.0,8.0,12.8,SSW,30.0,SSE,SSW,6.0,9.0,66.0,35.0,1012.2,1011.2,1.0,2.0,22.8,29.0,No,0.0,No
2010-02-17,Cobar,19.9,31.7,0.0,7.2,12.8,SSE,30.0,E,SE,13.0,11.0,69.0,33.0,1013.5,1012.9,0.0,1.0,23.3,30.6,No,0.0,No
2010-02-18,Cobar,19.3,30.7,0.0,7.8,12.7,ESE,39.0,E,ESE,17.0,15.0,65.0,38.0,1016.7,1016.2,0.0,1.0,22.8,29.6,No,0.0,No
2010-02-19,Cobar,17.5,30.7,0.0,10.4,12.4,E,41.0,ENE,ENE,19.0,9.0,54.0,39.0,1019.4,1017.1,1.0,3.0,20.7,28.7,No,0.0,No
2010-02-20,Cobar,20.6,32.5,0.0,7.6,12.2,NE,30.0,NE,N,19.0,7.0,61.0,32.0,1018.0,1014.8,2.0,3.0,23.3,31.1,No,0.0,No
2010-02-21,Cobar,20.9,34.0,0.0,8.0,12.4,N,31.0,NNW,WNW,9.0,6.0,51.0,25.0,1016.9,1014.2,1.0,2.0,25.8,33.1,No,0.0,No
2010-02-22,Cobar,22.0,35.3,0.0,17.0,8.9,N,37.0,W,NW,7.0,19.0,55.0,30.0,1015.8,1012.4,5.0,6.0,26.6,33.4,No,0.0,No
2010-02-23,Cobar,22.4,30.9,0.0,7.6,12.6,SW,35.0,S,S,19.0,13.0,41.0,30.0,1016.4,1015.3,1.0,1.0,22.8,29.9,No,0.0,No
2010-02-24,Cobar,14.3,31.4,0.0,8.8,,SSE,24.0,ESE,SW,13.0,9.0,50.0,20.0,1017.1,1015.9,2.0,2.0,20.7,29.6,No,0.0,No
2010-02-25,Cobar,19.3,33.8,0.0,9.4,12.0,ENE,37.0,E,ENE,20.0,13.0,64.0,34.0,1018.8,1017.4,1.0,4.0,22.5,32.5,No,0.0,No
2010-02-26,Cobar,20.6,32.3,0.0,10.8,10.4,ENE,48.0,ENE,E,20.0,13.0,55.0,35.0,1021.5,1018.6,1.0,3.0,22.6,31.8,No,0.0,No
2010-02-27,Cobar,18.7,32.5,0.0,9.6,12.1,NNE,30.0,NE,SE,17.0,6.0,52.0,27.0,1018.7,1016.1,6.0,7.0,24.0,31.3,No,0.0,No
2010-02-28,Cobar,21.6,31.6,0.0,7.4,0.1,S,28.0,ENE,SSE,7.0,4.0,48.0,30.0,1015.8,1013.2,8.0,8.0,24.8,31.1,No,0.0,No
2010-03-01,Cobar,19.4,27.4,0.0,4.4,1.1,E,48.0,SSE,ESE,15.0,9.0,51.0,48.0,1013.4,1010.6,8.0,8.0,19.5,25.9,No,0.0,No
2010-03-02,Cobar,17.9,26.8,0.0,6.6,8.5,ESE,50.0,ESE,ESE,26.0,20.0,58.0,30.0,1012.3,1010.6,7.0,6.0,18.5,26.2,No,0.0,No
2010-03-03,Cobar,15.8,30.4,0.0,8.0,6.3,E,39.0,ESE,E,22.0,20.0,59.0,30.0,1013.7,1010.5,1.0,5.0,19.0,29.4,No,2.6,Yes
2010-03-04,Cobar,18.4,22.5,2.6,7.0,1.8,NE,43.0,ENE,ENE,20.0,24.0,86.0,88.0,1009.8,1007.2,8.0,8.0,18.9,20.8,Yes,12.8,Yes
2010-03-05,Cobar,18.0,27.9,12.8,0.6,3.7,N,33.0,NE,N,19.0,17.0,86.0,66.0,1005.6,1004.4,7.0,7.0,22.0,26.3,Yes,2.4,Yes
2010-03-06,Cobar,20.7,30.5,2.4,2.0,7.9,NNE,22.0,NNE,ENE,2.0,9.0,93.0,52.0,1010.2,1008.5,7.0,3.0,22.4,29.6,Yes,0.6,No
2010-03-07,Cobar,19.1,29.4,0.6,4.8,5.1,NE,41.0,NE,NE,19.0,22.0,92.0,70.0,1009.1,1005.7,7.0,7.0,22.7,27.0,No,0.0,No
2010-03-08,Cobar,15.1,26.7,0.0,4.2,11.8,NW,44.0,NW,WNW,15.0,22.0,55.0,27.0,1011.5,1011.6,1.0,1.0,19.6,25.8,No,0.0,No
2010-03-09,Cobar,14.0,26.6,0.0,7.0,10.3,SW,35.0,SW,SSW,13.0,13.0,62.0,41.0,1017.7,1016.8,0.0,5.0,18.9,24.7,No,0.0,No
2010-03-10,Cobar,12.8,23.2,0.0,7.6,11.6,S,33.0,S,SSW,11.0,17.0,64.0,31.0,1023.4,1022.4,0.0,1.0,16.0,21.5,No,0.0,No
2010-03-11,Cobar,11.0,27.7,0.0,7.4,10.4,E,41.0,SE,E,13.0,17.0,61.0,41.0,1025.9,1024.6,1.0,5.0,16.6,26.9,No,0.0,No
2010-03-12,Cobar,16.1,28.0,0.0,6.4,9.9,E,46.0,E,E,20.0,11.0,59.0,33.0,1030.5,1028.0,6.0,3.0,17.6,26.7,No,0.0,No
2010-03-13,Cobar,16.3,28.0,0.0,7.6,10.0,ENE,43.0,ENE,ENE,20.0,9.0,60.0,37.0,1030.3,1027.2,1.0,6.0,19.0,25.8,No,0.0,No
2010-03-14,Cobar,15.8,28.5,0.0,7.6,5.8,ENE,35.0,ENE,NE,20.0,7.0,68.0,39.0,1026.9,1022.9,6.0,5.0,18.1,26.2,No,0.0,No
2010-03-15,Cobar,17.3,29.6,0.0,5.4,5.7,E,26.0,ENE,SSE,17.0,6.0,63.0,35.0,1023.4,1020.3,6.0,5.0,20.2,27.3,No,0.0,No
2010-03-16,Cobar,16.5,30.9,0.0,5.8,10.7,SE,28.0,E,E,7.0,6.0,48.0,25.0,1021.8,1019.1,1.0,5.0,23.0,30.3,No,0.0,No
2010-03-17,Cobar,17.7,30.9,0.0,7.2,11.4,E,30.0,ENE,ESE,17.0,13.0,50.0,21.0,1023.4,1021.5,1.0,1.0,21.6,30.0,No,0.0,No
2010-03-18,Cobar,16.8,33.2,0.0,7.6,11.4,ENE,26.0,E,NE,9.0,13.0,32.0,18.0,1024.0,1021.0,0.0,1.0,22.8,31.8,No,0.0,No
2010-03-19,Cobar,18.8,32.6,0.0,8.4,11.3,NNE,30.0,N,S,11.0,6.0,49.0,26.0,1021.4,1019.2,1.0,2.0,23.2,31.0,No,0.0,No
2010-03-20,Cobar,18.8,34.0,0.0,7.2,11.3,ENE,24.0,W,NNE,6.0,7.0,43.0,20.0,1021.2,1018.5,0.0,1.0,25.1,33.7,No,0.0,No
2010-03-21,Cobar,18.9,34.2,0.0,8.0,10.3,SSW,33.0,NNW,SSE,7.0,13.0,40.0,20.0,1019.7,1017.1,6.0,4.0,25.2,33.1,No,0.0,No
2010-03-22,Cobar,18.5,30.3,0.0,8.6,11.4,S,28.0,SE,S,13.0,13.0,43.0,18.0,1019.8,1017.5,1.0,1.0,21.8,28.8,No,0.0,No
2010-03-23,Cobar,12.8,30.3,0.0,8.4,11.3,S,30.0,S,SSW,9.0,13.0,44.0,13.0,1020.7,1018.9,0.0,0.0,17.5,29.5,No,0.0,No
2010-03-24,Cobar,13.1,32.0,0.0,8.4,11.4,S,31.0,SE,SE,7.0,7.0,37.0,15.0,1021.5,1018.1,0.0,1.0,19.1,30.7,No,0.0,No
2010-03-25,Cobar,16.4,34.2,0.0,7.8,11.4,SSW,22.0,E,SW,13.0,7.0,42.0,13.0,1019.7,1016.8,0.0,1.0,21.6,33.0,No,0.0,No
2010-03-26,Cobar,16.3,34.8,0.0,7.2,11.2,NW,33.0,N,W,7.0,7.0,39.0,14.0,1019.3,1016.3,1.0,2.0,22.5,33.8,No,0.0,No
2010-03-27,Cobar,17.7,34.4,0.0,8.0,7.9,NW,22.0,NE,WNW,7.0,7.0,38.0,20.0,1018.5,1015.7,6.0,7.0,24.2,33.0,No,0.0,No
2010-03-28,Cobar,20.2,33.9,0.0,6.6,,NW,37.0,NNW,NNW,6.0,17.0,41.0,25.0,1016.4,1012.8,2.0,7.0,26.4,33.6,No,0.0,No
2010-03-29,Cobar,23.3,32.4,0.0,8.4,2.0,SW,50.0,NW,N,9.0,7.0,51.0,33.0,1015.9,1014.2,7.0,8.0,25.4,29.9,No,8.4,Yes
2010-03-30,Cobar,18.8,25.8,8.4,5.4,5.1,S,28.0,ENE,SW,6.0,6.0,94.0,74.0,1018.3,1016.7,7.0,7.0,19.4,23.5,Yes,2.6,Yes
2010-03-31,Cobar,16.7,27.7,2.6,2.4,9.1,NE,22.0,SE,SE,4.0,6.0,86.0,43.0,1018.7,1015.8,2.0,6.0,19.9,26.7,Yes,0.0,No
2010-04-01,Cobar,16.1,28.6,0.0,2.8,10.8,SW,24.0,NE,WSW,2.0,11.0,66.0,31.0,1019.1,1017.1,1.0,5.0,20.5,27.7,No,0.0,No
2010-04-02,Cobar,12.2,29.0,0.0,5.2,11.3,SW,26.0,WNW,WSW,2.0,15.0,51.0,21.0,1019.0,1016.0,1.0,1.0,19.0,27.9,No,0.0,No
2010-04-03,Cobar,14.1,29.6,0.0,5.8,6.4,W,33.0,ENE,ESE,15.0,7.0,53.0,26.0,1018.6,1015.5,1.0,7.0,19.2,28.9,No,0.0,No
2010-04-04,Cobar,16.7,28.6,0.0,7.2,9.3,ENE,37.0,ENE,ESE,20.0,17.0,50.0,24.0,1018.9,1015.1,5.0,6.0,21.1,28.1,No,0.0,No
2010-04-05,Cobar,15.0,28.5,0.0,8.4,9.4,NE,35.0,ENE,ENE,19.0,20.0,51.0,24.0,1017.7,1013.5,1.0,3.0,19.9,28.2,No,12.4,Yes
2010-04-06,Cobar,17.1,20.9,12.4,8.0,0.4,NE,44.0,NE,NNE,15.0,17.0,98.0,95.0,1015.1,1013.8,7.0,8.0,17.9,18.3,Yes,10.2,Yes
2010-04-07,Cobar,17.7,28.1,10.2,0.2,4.5,NW,44.0,N,NW,17.0,15.0,89.0,66.0,1013.8,1012.1,7.0,7.0,20.7,28.0,Yes,6.4,Yes
2010-04-08,Cobar,17.5,25.5,6.4,2.2,6.0,WSW,30.0,SSW,SW,11.0,13.0,78.0,48.0,1018.5,1016.4,7.0,7.0,19.8,24.7,Yes,0.0,No
2010-04-09,Cobar,14.6,23.5,0.0,4.4,2.5,E,20.0,ENE,NW,9.0,6.0,67.0,56.0,1015.3,1011.6,7.0,8.0,19.0,22.7,No,0.6,No
2010-04-10,Cobar,17.1,26.2,0.6,2.0,8.4,WNW,30.0,NW,WNW,9.0,15.0,74.0,56.0,1012.2,1009.7,2.0,5.0,21.5,26.1,No,0.0,No
2010-04-11,Cobar,15.3,24.1,0.0,3.6,8.5,WSW,33.0,SW,SW,6.0,20.0,73.0,44.0,1014.3,1012.3,7.0,7.0,19.2,23.1,No,0.0,No
2010-04-12,Cobar,10.3,19.4,0.0,4.2,,SW,30.0,S,SSW,9.0,13.0,62.0,33.0,1020.0,1018.2,5.0,5.0,12.9,18.1,No,0.0,No
2010-04-13,Cobar,6.9,21.1,0.0,4.4,,SSE,30.0,SSE,SSW,11.0,13.0,60.0,33.0,1023.3,1020.5,0.0,0.0,13.6,20.3,No,0.0,No
2010-04-14,Cobar,7.9,22.9,0.0,3.8,9.2,WSW,20.0,SSW,SSE,6.0,9.0,60.0,26.0,1022.9,1019.9,6.0,4.0,14.4,22.6,No,0.0,No
2010-04-15,Cobar,9.2,24.6,0.0,3.6,10.6,ESE,22.0,SE,SW,7.0,6.0,57.0,27.0,1021.8,1019.0,0.0,0.0,15.9,23.9,No,0.0,No
2010-04-16,Cobar,11.8,27.6,0.0,4.4,10.0,NE,30.0,ENE,NNE,13.0,6.0,40.0,29.0,1023.5,1020.4,1.0,3.0,20.1,26.6,No,0.0,No
2010-04-17,Cobar,14.7,27.4,0.0,5.8,11.3,ENE,31.0,ENE,N,19.0,2.0,51.0,31.0,1025.1,1021.9,2.0,3.0,19.7,26.3,No,0.0,No
2010-04-18,Cobar,15.6,27.8,0.0,5.2,9.5,NE,31.0,NE,NE,22.0,15.0,58.0,27.0,1023.9,1020.5,6.0,3.0,19.6,27.2,No,0.0,No
